flow_id,time_diff
1,1e-06
1,1e-06
1,1e-06
1,1e-06
1,1e-06
1,1e-06
1,1e-06
1,1e-06
1,1e-06
1,1e-06
1,1e-06
2,1e-06
2,1e-06
2,1e-06
2,1e-06
2,1e-06
2,1e-06
2,1e-06
2,1e-06
2,1e-06
2,1e-06
2,1e-06
3,1e-06
3,1e-06
3,1e-06
3,1e-06
3,1e-06
3,1e-06
3,1e-06
3,1e-06
3,1e-06
3,1e-06
3,1e-06
3,1e-06
3,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
4,1e-06
5,1e-06
5,1e-06
5,1e-06
5,1e-06
5,1e-06
5,1e-06
5,1e-06
5,1e-06
5,1e-06
5,1e-06
5,1e-06
5,1e-06
5,1e-06
6,1e-06
6,1e-06
6,1e-06
6,1e-06
6,1e-06
6,1e-06
6,1e-06
6,1e-06
6,1e-06
6,1e-06
6,1e-06
6,1e-06
6,1e-06
7,1e-06
7,1e-06
7,1e-06
7,1e-06
7,1e-06
7,1e-06
7,1e-06
7,1e-06
7,1e-06
7,1e-06
8,1e-06
8,1e-06
8,1e-06
8,1e-06
8,1e-06
8,1e-06
8,1e-06
8,1e-06
8,1e-06
8,1e-06
9,1e-06
9,1e-06
9,1e-06
9,1e-06
9,1e-06
9,1e-06
9,1e-06
9,1e-06
9,1e-06
9,1e-06
9,1e-06
10,1e-06
10,1e-06
10,1e-06
10,1e-06
10,1e-06
10,1e-06
10,1e-06
10,1e-06
10,1e-06
10,1e-06
11,1e-06
11,1e-06
11,1e-06
11,1e-06
11,1e-06
11,1e-06
11,1e-06
11,1e-06
11,1e-06
11,1e-06
12,1e-06
12,1e-06
12,1e-06
12,1e-06
12,1e-06
12,1e-06
12,1e-06
12,1e-06
12,1e-06
12,1e-06
13,1e-06
13,1e-06
13,1e-06
13,1e-06
13,1e-06
13,1e-06
13,1e-06
13,1e-06
13,1e-06
13,1e-06
14,1e-06
14,1e-06
14,1e-06
14,1e-06
14,1e-06
14,1e-06
14,1e-06
14,1e-06
14,1e-06
14,1e-06
15,1e-06
15,1e-06
15,1e-06
15,1e-06
15,1e-06
15,1e-06
15,1e-06
15,1e-06
15,1e-06
15,1e-06
15,1e-06
16,1e-06
16,1e-06
16,1e-06
16,1e-06
16,1e-06
16,1e-06
16,1e-06
16,1e-06
16,1e-06
16,1e-06
16,1e-06
17,1e-06
17,1e-06
17,1e-06
17,1e-06
17,1e-06
17,1e-06
17,1e-06
17,1e-06
17,1e-06
17,1e-06
17,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
18,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
19,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
20,1e-06
21,1e-06
21,1e-06
21,1e-06
21,1e-06
21,1e-06
21,1e-06
21,1e-06
21,1e-06
21,1e-06
21,1e-06
22,1e-06
22,1e-06
22,1e-06
22,1e-06
22,1e-06
22,1e-06
22,1e-06
22,1e-06
22,1e-06
22,1e-06
23,1e-06
23,1e-06
23,1e-06
23,1e-06
23,1e-06
23,1e-06
23,1e-06
23,1e-06
23,1e-06
23,1e-06
24,1e-06
24,1e-06
24,1e-06
24,1e-06
24,1e-06
24,1e-06
24,1e-06
24,1e-06
24,1e-06
24,1e-06
24,1e-06
25,1e-06
25,1e-06
25,1e-06
25,1e-06
25,1e-06
25,1e-06
25,1e-06
25,1e-06
25,1e-06
25,1e-06
25,1e-06
26,1e-06
26,1e-06
26,1e-06
26,1e-06
26,1e-06
26,1e-06
26,1e-06
26,1e-06
26,1e-06
26,1e-06
26,1e-06
27,1e-06
27,1e-06
27,1e-06
27,1e-06
27,1e-06
27,1e-06
27,1e-06
27,1e-06
27,1e-06
27,1e-06
27,1e-06
28,1e-06
28,1e-06
28,1e-06
28,1e-06
28,1e-06
28,1e-06
28,1e-06
28,1e-06
28,1e-06
28,1e-06
28,1e-06
29,1e-06
29,1e-06
29,1e-06
29,1e-06
29,1e-06
29,1e-06
29,1e-06
29,1e-06
29,1e-06
29,1e-06
29,1e-06
29,1e-06
30,1e-06
30,1e-06
30,1e-06
30,1e-06
30,1e-06
30,1e-06
30,1e-06
30,1e-06
30,1e-06
30,1e-06
31,1e-06
31,1e-06
31,1e-06
31,1e-06
31,1e-06
31,1e-06
31,1e-06
31,1e-06
31,1e-06
31,1e-06
32,1e-06
32,1e-06
32,1e-06
32,1e-06
32,1e-06
32,1e-06
32,1e-06
32,1e-06
32,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
33,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
34,1e-06
35,1e-06
35,1e-06
35,1e-06
35,1e-06
35,1e-06
35,1e-06
35,1e-06
35,1e-06
35,1e-06
35,1e-06
35,1e-06
35,1e-06
35,1e-06
36,1e-06
36,1e-06
36,1e-06
36,1e-06
36,1e-06
36,1e-06
36,1e-06
36,1e-06
36,1e-06
36,1e-06
37,1e-06
37,1e-06
37,1e-06
37,1e-06
37,1e-06
37,1e-06
37,1e-06
37,1e-06
37,1e-06
38,1e-06
38,1e-06
38,1e-06
38,1e-06
38,1e-06
38,1e-06
38,1e-06
38,1e-06
38,1e-06
38,1e-06
38,1e-06
38,1e-06
39,1e-06
39,1e-06
39,1e-06
39,1e-06
39,1e-06
39,1e-06
39,1e-06
39,1e-06
39,1e-06
39,1e-06
39,1e-06
39,1e-06
39,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
40,1e-06
41,1e-06
41,1e-06
41,1e-06
41,1e-06
41,1e-06
41,1e-06
41,1e-06
41,1e-06
41,1e-06
41,1e-06
41,1e-06
42,1e-06
42,1e-06
42,1e-06
42,1e-06
42,1e-06
42,1e-06
42,1e-06
42,1e-06
42,1e-06
42,1e-06
42,1e-06
43,1e-06
43,1e-06
43,1e-06
43,1e-06
43,1e-06
43,1e-06
43,1e-06
43,1e-06
43,1e-06
43,1e-06
44,1e-06
44,1e-06
44,1e-06
44,1e-06
44,1e-06
44,1e-06
44,1e-06
44,1e-06
44,1e-06
44,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
45,1e-06
46,1e-06
46,1e-06
46,1e-06
46,1e-06
46,1e-06
46,1e-06
46,1e-06
46,1e-06
46,1e-06
46,1e-06
47,1e-06
47,1e-06
47,1e-06
47,1e-06
47,1e-06
47,1e-06
47,1e-06
47,1e-06
47,1e-06
47,1e-06
48,1e-06
48,1e-06
48,1e-06
48,1e-06
48,1e-06
48,1e-06
48,1e-06
48,1e-06
48,1e-06
48,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
49,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
50,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
51,1e-06
52,1e-06
52,1e-06
52,1e-06
52,1e-06
52,1e-06
52,1e-06
52,1e-06
52,1e-06
52,1e-06
53,1e-06
53,1e-06
53,1e-06
53,1e-06
53,1e-06
53,1e-06
53,1e-06
53,1e-06
53,1e-06
53,1e-06
54,1e-06
54,1e-06
54,1e-06
54,1e-06
54,1e-06
54,1e-06
54,1e-06
54,1e-06
54,1e-06
54,1e-06
54,1e-06
55,1e-06
55,1e-06
55,1e-06
55,1e-06
55,1e-06
55,1e-06
55,1e-06
55,1e-06
55,1e-06
56,1e-06
56,1e-06
56,1e-06
56,1e-06
56,1e-06
56,1e-06
56,1e-06
56,1e-06
56,1e-06
56,1e-06
57,1e-06
57,1e-06
57,1e-06
57,1e-06
57,1e-06
57,1e-06
57,1e-06
57,1e-06
57,1e-06
58,1e-06
58,1e-06
58,1e-06
58,1e-06
58,1e-06
58,1e-06
58,1e-06
58,1e-06
58,1e-06
58,1e-06
59,1e-06
59,1e-06
59,1e-06
59,1e-06
59,1e-06
59,1e-06
59,1e-06
59,1e-06
59,1e-06
60,1e-06
60,1e-06
60,1e-06
60,1e-06
60,1e-06
60,1e-06
60,1e-06
60,1e-06
60,1e-06
60,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
61,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
62,1e-06
63,1e-06
63,1e-06
63,1e-06
63,1e-06
63,1e-06
63,1e-06
63,1e-06
63,1e-06
63,1e-06
63,1e-06
64,1e-06
64,1e-06
64,1e-06
64,1e-06
64,1e-06
64,1e-06
