flow_id,payload_length,time_diff
1,1358,0.008185
1,1358,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
2,1358,0.008185
3,1358,0.008185
3,1358,0.0
3,0,0.0
4,1358,0.008185
4,1358,0.0
4,0,0.0
5,1358,0.008185
6,1358,0.008185
7,1358,0.008185
7,1358,0.0
7,0,0.0
7,0,0.0
7,0,0.0
7,0,0.0
7,0,0.0
7,0,0.0
7,0,0.0
7,0,0.0
8,1358,0.008185
8,1358,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
8,0,0.0
9,1358,0.008185
9,1358,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
9,0,0.0
10,1358,0.008185
10,1358,0.0
10,0,0.0
11,1358,0.008185
12,1358,0.008185
12,1358,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
12,0,0.0
13,1358,0.008185
13,1358,0.0
13,0,0.0
13,0,0.0
13,0,0.0
13,0,0.0
13,0,0.0
13,0,0.0
14,1358,0.008185
14,1358,0.0
14,0,0.0
14,0,0.0
14,0,0.0
14,0,0.0
14,0,0.0
14,0,0.0
15,1358,0.008185
15,1358,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
15,0,0.0
16,1358,0.008185
16,1358,0.0
16,0,0.0
17,1358,0.008185
17,1358,0.0
18,1358,0.008185
19,1358,0.008185
19,1358,0.0
19,0,0.0
19,0,0.0
19,0,0.0
19,0,0.0
19,0,0.0
19,0,0.0
20,1358,0.008185
21,1358,0.008185
21,1358,0.0
21,0,0.0
21,0,0.0
21,0,0.0
21,0,0.0
21,0,0.0
21,0,0.0
21,0,0.0
21,0,0.0
21,0,0.0
21,0,0.0
21,0,0.0
21,0,0.0
21,0,0.0
21,0,0.0
21,0,0.0
22,1358,0.008185
22,1358,0.0
22,0,0.0
22,0,0.0
22,0,0.0
22,0,0.0
22,0,0.0
22,0,0.0
22,0,0.0
22,0,0.0
22,0,0.0
22,0,0.0
23,1358,0.008185
23,1358,0.0
23,0,0.0
23,0,0.0
23,0,0.0
23,0,0.0
23,0,0.0
23,0,0.0
24,1358,0.008185
24,1358,0.0
24,0,0.0
24,0,0.0
24,0,0.0
24,0,0.0
24,0,0.0
24,0,0.0
24,0,0.0
24,0,0.0
25,1358,0.008185
26,1358,0.008185
27,1358,0.008185
27,1358,0.0
27,0,0.0
28,1358,0.008185
29,1358,0.008185
29,1358,0.0
29,0,0.0
30,1358,0.008185
30,1358,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
30,0,0.0
31,1358,0.008185
32,1358,0.008185
33,1358,0.008185
33,1358,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
33,0,0.0
34,1358,0.008185
34,1358,0.0
34,0,0.0
34,0,0.0
34,0,0.0
34,0,0.0
34,0,0.0
34,0,0.0
34,0,0.0
34,0,0.0
35,1358,0.008185
35,1358,0.0
35,0,0.0
35,0,0.0
35,0,0.0
35,0,0.0
35,0,0.0
35,0,0.0
35,0,0.0
35,0,0.0
35,0,0.0
35,0,0.0
35,0,0.0
35,0,0.0
36,1358,0.008185
